Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
EXT2	gene	EXT2	Expert Review;Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Exostoses, multiple, type 2 MIM#133701;Seizures, scoliosis, and macrocephaly syndrome, MIM#616682						False	3	100;0;0	1.4452	True		ENSG00000151348	ENSG00000151348	HGNC:3513													
EXTL3	gene	EXTL3	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Immunoskeletal dysplasia with neurodevelopmental abnormalities, MIM# 617425				28132690;28148688;28331220		False	3	100;0;0	1.4452	True		ENSG00000012232	ENSG00000012232	HGNC:3518													
EYA1	gene	EYA1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Anterior segment anomalies with or without cataract MIM#602588;Branchiootic syndrome 1 MIM#602588;Branchiootorenal syndrome 1, with or without cataracts MIM#113650				9359046;13269867		False	3	100;0;0	1.4452	True		ENSG00000104313	ENSG00000104313	HGNC:3519													
EYA4	gene	EYA4	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Deafness, autosomal dominant 10, MIM# 601316;Cardiomyopathy, dilated, 1J, MIM# 605362				11159937; 17568404;25681523;25963406;25242383;26331839;18219393;27545760;15735644;10769282;30155266		False	3	50;50;0	1.4452	True		ENSG00000112319	ENSG00000112319	HGNC:3522													
EYS	gene	EYS	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Retinitis pigmentosa 25 MONDO:0011272				18836446;18976725;34689181		False	3	100;0;0	1.4452	True		ENSG00000188107	ENSG00000188107	HGNC:21555													
EZH1	gene	EZH1	Expert Review Green;Literature	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Neurodevelopmental disorder (MONDO:0700092), EZH1-related				37433783		False	3	100;0;0	1.4452	True		ENSG00000108799	ENSG00000108799	HGNC:3526													
EZH2	gene	EZH2	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Weaver syndrome MIM#277590				29244146;23865096		False	3	100;0;0	1.4452	True		ENSG00000106462	ENSG00000106462	HGNC:3527													
F10	gene	F10	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Factor X deficiency, MIM# 227600;MONDO:0009212				2790181;2567188;10746568;12028042		False	3	100;0;0	1.4452	True		ENSG00000126218	ENSG00000126218	HGNC:3528													
F11	gene	F11	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Factor XI deficiency, autosomal dominant 612416;Factor XI deficiency, autosomal recessive, MIM#612416				18446632;15026311		False	3	100;0;0	1.4452	True		ENSG00000088926	ENSG00000088926	HGNC:3529													
F12	gene	F12	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Factor XII deficiency, MIM# 234000;Hereditary angioedema type 3 MONDO:0012526				8528215;10361128;26193639;16638441;17381464;21849258;17186468;19178938;30463937;23994767		False	3	100;0;0	1.4452	True	Other	ENSG00000131187	ENSG00000131187	HGNC:3530													
F13A1	gene	F13A1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Factor XIIIA deficiency, MIM# 613225;MONDO:0013187				1644910;7727776;10027709;33802692;32060721		False	3	100;0;0	1.4452	True		ENSG00000124491	ENSG00000124491	HGNC:3531													
F13B	gene	F13B	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Factor XIIIB deficiency, 613235				20331752;26247044		False	3	100;0;0	1.4452	True		ENSG00000143278	ENSG00000143278	HGNC:3534													
F2	gene	F2	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	{Pregnancy loss, recurrent, susceptibility to, 2} 614390 AD;{Stroke, ischemic, susceptibility to} 601367 Mu;Dysprothrombinemia 613679 AR;Hypoprothrombinemia 613679 AR;Thrombophilia due to thrombin defect 188050 AD				30297698;7740448;9863703;19598065		False	3	100;0;0	1.4452	True		ENSG00000180210	ENSG00000180210	HGNC:3535													
F5	gene	F5	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Factor V deficiency, MIM# 227400;MONDO:0009210;Thrombophilia due to activated protein C resistance, MIM# 188055;MONDO:0008560;{Thrombophilia, susceptibility to, due to factor V Leiden}, MIM# 188055				9576178;11435304;8164741;9454742		False	3	100;0;0	1.4452	True		ENSG00000198734	ENSG00000198734	HGNC:3542													
F7	gene	F7	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Factor VII deficiency, MIM# 227500;MONDO:0009211				12181036		False	3	100;0;0	1.4452	True		ENSG00000057593	ENSG00000057593	HGNC:3544													
F8	gene	F8	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			X-LINKED: hemizygous mutation in males, biallelic mutations in females	"Haemophilia A, MIM# 306700;MONDO:0010602;Thrombophilia 13, X-linked, due to factor VIII defect, MIM#	301071"				2986011;3097553		False	3	100;0;0	1.4452	True		ENSG00000185010	ENSG00000185010	HGNC:3546													
F9	gene	F9	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Haemophilia B, MIM# 306900;Thrombophilia, X-linked, due to factor IX defect, MIM# 300807				19846852;32079698;38886735;38358900;37414287;33656538;3001143;9016521;19815722		False	3	100;0;0	1.4452	True		ENSG00000101981	ENSG00000101981	HGNC:3551													
FA2H	gene	FA2H	Expert Review;Expert Review Green	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Spastic paraplegia 35, autosomal recessive, MIM#611026				29423566;31135052;18463364;19068277;20104589		False	3	100;0;0	1.4452	True		ENSG00000103089	ENSG00000103089	HGNC:21197													
FAAP100	gene	FAAP100	Expert Review Green;Literature	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Fanconi anaemia, complementation group X, MIM# 621258				40244696;40232843		False	3	100;0;0	1.4452	True		ENSG00000185504	ENSG00000185504	HGNC:26171													
FADD	gene	FADD	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	FADD-related immunodeficiency MONDO:0013408				21109225;25794656;32350755;32971525		False	3	100;0;0	1.4452	True		ENSG00000168040	ENSG00000168040	HGNC:3573													
FAH	gene	FAH	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Tyrosinemia type I MONDO:0010161				8253378;1401056;8364576;8318997;25681080		False	3	100;0;0	1.4452	True		ENSG00000103876	ENSG00000103876	HGNC:3579													
FAM111A	gene	FAM111A	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Kenny-Caffey syndrome, type 2, MIM# 127000				23684011;32996714;32765931;33010201;39932783;39501122		False	3	50;50;0	1.4452	True	Other	ENSG00000166801	ENSG00000166801	HGNC:24725													
FAM111B	gene	FAM111B	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	hereditary sclerosing poikiloderma with tendon and pulmonary involvement MONDO:0014310				24268661;26471370;26495788;27406236		False	3	100;0;0	1.4452	True	Other	ENSG00000189057	ENSG00000189057	HGNC:24200													
FAM126A	gene	FAM126A	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	hypomyelinating leukodystrophy 5 MONDO:0012514				21911699;17928815;17683097;16951682;23998934;22749724		False	3	100;0;0	1.4452	True		ENSG00000122591	ENSG00000122591	HGNC:24587													
FAM149B1	gene	FAM149B1	Expert Review Green;Literature	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 36 MONDO:0032902;Ciliopathy				PMID: 30905400		False	3	100;0;0	1.4452	True		ENSG00000138286	ENSG00000138286	HGNC:29162													
FAM161A	gene	FAM161A	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	retinitis pigmentosa 28 MONDO:0011630				20705278;20705279;31236346;24833722		False	3	100;0;0	1.4452	True		ENSG00000170264	ENSG00000170264	HGNC:25808													
FAM177A1	gene	FAM177A1	Expert Review Green;Literature	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with white matter abnormalities and gait disturbance, MIM# 621152				PMID: 38767059, 25558065		False	3	100;0;0	1.4452	True		ENSG00000151327	ENSG00000151327	HGNC:19829													
FAM20A	gene	FAM20A	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Amelogenesis imperfecta, type IG (enamel-renal syndrome) MIM#204690				23434854;23697977;23468644;24756937;21549343;24259279;24196488;26502894;25827751;21990045		False	3	100;0;0	1.4452	True		ENSG00000108950	ENSG00000108950	HGNC:23015													
FAM20C	gene	FAM20C	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Raine syndrome, MIM# 259775;MONDO:0009821				19250384;32299476;20825432;33676444;32833257		False	3	100;0;0	1.4452	True		ENSG00000177706	ENSG00000177706	HGNC:22140													
FAM46A	gene	FAM46A	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Osteogenesis imperfecta, type XVIII MIM#617952				29358272		False	3	100;0;0	1.4452	True		ENSG00000112773	ENSG00000112773	HGNC:18345													
FAM50A	gene	FAM50A	Expert Review Green;Literature	Mendeliome			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Mental retardation syndrome, X-linked, Armfield type (MIM #300261)				32703943		False	3	100;0;0	1.4452	True		ENSG00000071859	ENSG00000071859	HGNC:18786													
FAM57B	gene	FAM57B	Expert Review Green;Literature	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Cone-rod dystrophy 22, MIM# 619531;Maculopathy				33077892		False	3	100;0;0	1.4452	True		ENSG00000149926	ENSG00000149926	HGNC:25295													
FAM58A	gene	FAM58A	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	syndactyly-telecanthus-anogenital and renal malformations syndrome MONDO:0010408				18297069;8818947;28322501;8818947		False	3	100;0;0	1.4452	True		-	ENSG00000262919	HGNC:28434													
FAM83G	gene	FAM83G	Expert list;Expert Review Green	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Hereditary palmoplantar keratoderma, MONDO:0019272, FAM83G-related				41384122;39449644;39043225;29138053		False	3	50;0;50	1.4452	True		ENSG00000188522	ENSG00000188522	HGNC:32554													
FAM83H	gene	FAM83H	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Amelogenesis imperfecta, type IIIA MIM#130900				18484629;19407157;19825039;26481691;21702852;20160442;26142250;22414746;19828885;19220331;26502894;18252228;21597265;21118793;26788537;26171361		False	3	100;0;0	1.4452	True		ENSG00000180921	ENSG00000180921	HGNC:24797													
FAN1	gene	FAN1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Interstitial nephritis, karyomegalic, MIM# 614817				22772369;16678356;7847351;8546134		False	3	100;0;0	1.4452	True		ENSG00000198690	ENSG00000198690	HGNC:29170													
FANCA	gene	FANCA	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Fanconi anaemia, complementation group A, MIM# 227650;MONDO:0009215				10094191		False	3	100;0;0	1.4452	True		ENSG00000187741	ENSG00000187741	HGNC:3582													
FANCB	gene	FANCB	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			X-LINKED: hemizygous mutation in males, biallelic mutations in females	Fanconi anaemia, complementation group B, MIM# 300514;MONDO:0010351				15502827		False	3	100;0;0	1.4452	True		ENSG00000181544	ENSG00000181544	HGNC:3583													
FANCC	gene	FANCC	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Fanconi anemia, complementation group C, MIM# 227645;MONDO:0009213				31044565;30792206;28717661		False	3	100;0;0	1.4452	True		ENSG00000158169	ENSG00000158169	HGNC:3584													
FANCD2	gene	FANCD2	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Fanconi anemia, complementation group D2, MIM#227646;MONDO:0009214						False	3	100;0;0	1.4452	True		ENSG00000144554	ENSG00000144554	HGNC:3585													
FANCE	gene	FANCE	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Fanconi anaemia, complementation group E, MIM# 600901;MONDO:0010953				11001585;31586946;7662964;9382107;9147877;10205272		False	3	100;0;0	1.4452	True		ENSG00000112039	ENSG00000112039	HGNC:3586													
FANCF	gene	FANCF	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Fanconi anaemia, complementation group F 603467;MONDO:0011325				10615118;31288759		False	3	100;0;0	1.4452	True		ENSG00000183161	ENSG00000183161	HGNC:3587													
FANCG	gene	FANCG	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Fanconi anaemia, complementation group G, MIM# 614082;MONDO:0013565				9806548;12552564		False	3	100;0;0	1.4452	True		ENSG00000221829	ENSG00000221829	HGNC:3588													
FANCI	gene	FANCI	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Fanconi anemia, complementation group I, MIM# 609053;MONDO:0012186;primary ovarian failure MONDO:0005387, FANCI-related				17452773;38483614		False	3	50;50;0	1.4452	True		ENSG00000140525	ENSG00000140525	HGNC:25568													
FANCL	gene	FANCL	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Fanconi anemia, complementation group L, MIM# 614083;MONDO:0013566				19405097;25754594;33394227;33224012		False	3	100;0;0	1.4452	True		ENSG00000115392	ENSG00000115392	HGNC:20748													
FANCM	gene	FANCM	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Spermatogenic failure 28, MIM# 618086;Premature ovarian failure 15 MIM#618096				30075111;29895858;28837162;29231814;33036707;25010009		False	3	50;50;0	1.4452	True		ENSG00000187790	ENSG00000187790	HGNC:23168													
FAR1	gene	FAR1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Peroxisomal fatty acyl-CoA reductase 1 disorder, MIM#616154;Cataracts, spastic paraparesis, and speech delay, MIM#619338				25439727;33239752		False	3	100;0;0	1.4452	True		ENSG00000197601	ENSG00000197601	HGNC:26222													
FARS2	gene	FARS2	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	combined oxidative phosphorylation defect type 14 MONDO:0013986;hereditary spastic paraplegia 77 MONDO:0014882				30250868;30177229;29126765;28043061		False	3	100;0;0	1.4452	True		ENSG00000145982	ENSG00000145982	HGNC:21062													
FARSA	gene	FARSA	Expert list;Expert Review Green	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	"Rajab interstitial lung disease with brain calcifications 2, MIM#	619013"				31355908		False	3	100;0;0	1.4452	True		ENSG00000179115	ENSG00000179115	HGNC:3592													
FARSB	gene	FARSB	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Rajab interstitial lung disease with brain calcifications 1 MONDO:0100215				29573043;30014610;29979980		False	3	100;0;0	1.4452	True		ENSG00000116120	ENSG00000116120	HGNC:17800													
FAS	gene	FAS	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	autoimmune lymphoproliferative syndrome MONDO:0017979				7540117;7539157;15459302;33995372;34171534		False	3	100;0;0	1.4452	True		ENSG00000026103	ENSG00000026103	HGNC:11920													
FASLG	gene	FASLG	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	autoimmune lymphoproliferative syndrome MONDO:0017979				16627752;17605793;19794494;8787672;22857792;33356695;26334989;25451160		False	3	100;0;0	1.4452	True		ENSG00000117560	ENSG00000117560	HGNC:11936													
FASTKD2	gene	FASTKD2	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Combined oxidative phosphorylation deficiency 44, MIM# 618855;FASTKD2-related infantile mitochondrial encephalomyopathy MONDO:0015632				18771761;28499982;31944455;34234304		False	3	100;0;0	1.4452	True		ENSG00000118246	ENSG00000118246	HGNC:29160													
FASTKD5	gene	FASTKD5	Expert Review Green;Literature	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex IV deficiency, nuclear type 24, MIM# 621431				PMID: 40499538		False	3	100;0;0	1.4452	True		ENSG00000215251	ENSG00000215251	HGNC:25790													
FAT1	gene	FAT1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	syndromic disease MONDO:0002254, FAT1-related;facial dysmorphism;colobomatous microphthalmia;ptosis;syndactyly with or without nephropathy				30862798		False	3	100;0;0	1.4452	True		ENSG00000083857	ENSG00000083857	HGNC:3595													
FAT2	gene	FAT2	Expert list;Expert Review Green;GeneReviews;Royal Melbourne Hospital	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Spinocerebellar ataxia 45, MIM#617769				33884300;29053796		False	3	33;67;0	1.4452	True		ENSG00000086570	ENSG00000086570	HGNC:3596													
FAT4	gene	FAT4	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Hennekam lymphangiectasia-lymphedema syndrome 2 MIM#616006;Van Maldergem syndrome 2 MIM#615546				29681106		False	3	100;0;0	1.4452	True		ENSG00000196159	ENSG00000196159	HGNC:23109													
FBLN5	gene	FBLN5	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Cutis laxa, autosomal recessive, type IA, MIM#219100;Neuropathy, hereditary, with or without age-related macular degeneration (MIM#608895)				12618961;3232707;22829427;11805835;32757322;31945625;23328402;28332470		False	3	100;0;0	1.4452	True		ENSG00000140092	ENSG00000140092	HGNC:3602													
FBN2	gene	FBN2	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Contractural arachnodactyly, congenital 121050;Macular degeneration, early-onset 616118				19473076;11068201;27007659;24899048;33571691		False	3	100;0;0	1.4452	True		ENSG00000138829	ENSG00000138829	HGNC:3604													
FBP1	gene	FBP1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	fructose-1,6-bisphosphatase deficiency MONDO:0009251				9382095;12126934;27101822;30858132		False	3	100;0;0	1.4452	True		ENSG00000165140	ENSG00000165140	HGNC:3606													
FBRSL1	gene	FBRSL1	Expert Review Green;Literature	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	syndromic disease MONDO:0002254, FBRSL1-related;Malformation and intellectual disability syndrome				PMID: 32424618		False	3	100;0;0	1.4452	True		ENSG00000112787	ENSG00000112787	HGNC:29308													
FBXL3	gene	FBXL3	Expert Review Green;Literature	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Intellectual developmental disorder with short stature, facial anomalies, and speech defects;OMIM #606220				30481285		False	3	100;0;0	1.4452	True		ENSG00000005812	ENSG00000005812	HGNC:13599													
FBXL4	gene	FBXL4	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type) MIM#615471				28940506		False	3	100;0;0	1.4452	True		ENSG00000112234	ENSG00000112234	HGNC:13601													
FBXO11	gene	FBXO11	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Intellectual Developmental Disorder with Dysmorphic Facies and Behavioural Abnormalities, MIM#618089				30679813;30057029;29796876		False	3	100;0;0	1.4452	True		ENSG00000138081	ENSG00000138081	HGNC:13590													
FBXO22	gene	FBXO22	Expert Review Green;Literature	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder, MONDO:0700092, FBXO22-related				PMID: 40215970		False	3	100;0;0	1.4452	True		ENSG00000167196	ENSG00000167196	HGNC:13593													
FBXO28	gene	FBXO28	Expert Review Green;Literature	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Developmental and epileptic encephalopathy 100, MIM# 619777				33280099		False	3	100;0;0	1.4452	True		ENSG00000143756	ENSG00000143756	HGNC:29046													
FBXO31	gene	FBXO31	Expert list;Expert Review Green	Mendeliome			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Intellectual developmental disorder, autosomal recessive 45 (MIM#615979;Cerebral palsy, MONDO:0006497, FBXO31-related;Spastic-dystonic cerebral palsy, intellectual disability, de novo dominant				24623383;32989326;35019165;33675180		False	3	50;50;0	1.4452	True	Other	ENSG00000103264	ENSG00000103264	HGNC:16510													
FBXO43	gene	FBXO43	Expert list;Expert Review Green	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Oocyte/zygote/embryo maturation arrest 12, MIM# 619697;Spermatogenic failure 64, MIM# 619696				34052850;30878252;34595750		False	3	100;0;0	1.4452	True		ENSG00000156509	ENSG00000156509	HGNC:28521													
FBXO7	gene	FBXO7	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	parkinsonian-pyramidal syndrome MONDO:0009830				18513678;19038853;34781237		False	3	100;0;0	1.4452	True		ENSG00000100225	ENSG00000100225	HGNC:13586													
FBXW11	gene	FBXW11	Expert Review Green;Literature	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Neurodevelopmental, eye, jaw, and digital syndrome (NDEJD), MIM#618914;Intellectual disability;developmental eye anomalies;digital anomalies				PMID: 31402090		False	3	100;0;0	1.4452	True		ENSG00000072803	ENSG00000072803	HGNC:13607													
FBXW7	gene	FBXW7	Expert Review Green;Literature	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Developmental delay, hypotonia, and impaired language, MIM# 620012;Wilms tumour predisposition				33057194;30885698;26482194		False	3	67;33;0	1.4452	True		ENSG00000109670	ENSG00000109670	HGNC:16712													
FCHO1	gene	FCHO1	Expert list;Expert Review Green	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Immunodeficiency 76, MIM# 619164;Combined immunodeficiency;T cells: low, poor proliferation;B cells: normal number;Recurrent infections (viral, mycobacteria, bacterial, fungal);lymphoproliferation;Failure to thrive;Increased activation-induced T-cell death;Defective clathrin-mediated endocytosis				32098969;30822429		False	3	100;0;0	1.4452	True		ENSG00000130475	ENSG00000130475	HGNC:29002													
FDFT1	gene	FDFT1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	squalene synthase deficiency MONDO:0032566;porokeratosis MONDO:0006602, FDFT1-related				29909962;38653249		False	3	100;0;0	1.4452	True		ENSG00000079459	ENSG00000079459	HGNC:3629													
FDPS	gene	FDPS	Expert Review Green;Literature	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	porokeratosis 9, multiple types MONDO:0014713				26202976;30561051;38283795;41240373		False	3	100;0;0	1.4452	True		ENSG00000160752	ENSG00000160752	HGNC:3631													
FDX2	gene	FDX2	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	inborn mitochondrial myopathy MONDO:0009637				24281368;28803783;30010796;35079622;34905296		False	3	100;0;0	1.4452	True		ENSG00000267673	ENSG00000267673	HGNC:30546													
FDXR	gene	FDXR	Expert list;Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Auditory neuropathy and optic atrophy, MIM#617717;Neurodevelopmental disorder with mitochondrial abnormalities, optic atrophy, and developmental regression, MIM# 620887				30250212;28965846;29040572;33348459;37046037;37481223		False	3	100;0;0	1.4452	True		ENSG00000161513	ENSG00000161513	HGNC:3642													
FECH	gene	FECH	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Protoporphyria, erythropoietic, 1 177000 AR				20105171;23016163		False	3	100;0;0	1.4452	True		ENSG00000066926	ENSG00000066926	HGNC:3647													
FEM1B	gene	FEM1B	Expert Review Green;Literature	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Neurodevelopmental disorder with behavioral, ear, and skeletal abnormalities, MIM# 621263				31036916;38465576		False	3	50;50;0	1.4452	True		ENSG00000169018	ENSG00000169018	HGNC:3649													
FEM1C	gene	FEM1C	Expert Review Green;Literature	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Neurodevelopmental disorder, FEM1C-related MONDO:0700092				36336956;28135719;33398170;33398168		False	3	100;0;0	1.4452	True		ENSG00000145780	ENSG00000145780	HGNC:16933													
FERMT1	gene	FERMT1	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Kindler syndrome, MIM# 173650				12789646		False	3	100;0;0	1.4452	True		ENSG00000101311	ENSG00000101311	HGNC:15889													
FERMT3	gene	FERMT3	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BIALLELIC, autosomal or pseudoautosomal	Leukocyte adhesion deficiency, type III, MIM# 612840				19234460;19064721		False	3	100;0;0	1.4452	True		ENSG00000149781	ENSG00000149781	HGNC:23151													
FEZF2	gene	FEZF2	Expert Review Green;Literature	Mendeliome			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	neurodevelopmental disorder MONDO:0700092, FEZF2-related				38425142		False	3	100;0;0	1.4452	True		ENSG00000153266	ENSG00000153266	HGNC:13506													
FGA	gene	FGA	Expert Review Green;Victorian Clinical Genetics Services	Mendeliome			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Afibrinogenemia, congenital (MIM#202400), AR;Amyloidosis, familial visceral (MIM#105200), AD				31064749;17295221;19073821;11739173;10602365;11460510		False	3	100;0;0	1.4452	True		ENSG00000171560	ENSG00000171560	HGNC:3661													
